290756,41776,0.000000
290139,1980,0.000000
0,0,0.000000
292077,282,0.000000
292473,159,0.000000
290792,3802,0.000000
293849,9709,3.811202
291425,297,0.000000
291850,59466,0.000000
290336,27271,0.000000
292154,62091,0.000000
290825,10954,0.000000
291953,5546,0.000000
291685,8289,0.000000
290348,34274,0.000000
291883,121,0.000000
292283,90354,0.000000
291808,812,0.000000
293502,3089,3.811202
292080,98702,0.000000
292595,6952,0.000000
291622,97510,0.000000
293843,576,3.811202
292605,2938,0.000000
292717,7271,0.000000
290498,148,0.000000
294315,188,3.811202
290966,27475,0.000000
290797,10238,0.000000
291317,34951,0.000000
0,0,0.000000
290163,209,0.000000
291975,8723,0.000000
293580,33038,3.811202
290960,3520,0.000000
290617,25036,0.000000
291218,2090,0.000000
291618,142,0.000000
292244,11168,0.000000
292505,851,0.000000
292279,4730,0.000000
291881,56055,0.000000
0,0,0.000000
292320,4464,0.000000
290129,4315,0.000000
294313,238,3.811202
292216,2914,0.000000
292498,6322,0.000000
294291,12894,3.811202
290124,4371,0.000000
290964,1098,0.000000
291668,1372,0.000000
292362,13861,0.000000
292363,5145,0.000000
290356,4573,0.000000
291683,25188,0.000000
290954,3897,0.000000
291313,2206,0.000000
291798,3369,0.000000
291830,1,0.000000
291965,1387,0.000000
292464,118,0.000000
291320,48267,0.000000
290351,83598,0.000000
292199,14980,0.000000
0,0,0.000000
294058,1649,3.811202
291619,169,0.000000
291837,5091,0.000000
293105,15601,0.000000
292038,10872,0.000000
294491,2315,3.811202
291620,31530,0.000000
291836,12446,0.000000
291881,97759,0.000000
294048,2975,3.811202
292358,19134,0.000000
292322,12248,0.000000
291926,2292,0.000000
290820,55268,0.000000
290180,1053,0.000000
291385,72372,0.000000
291841,85662,0.000000
290741,5977,0.000000
291869,20473,0.000000
292466,185,0.000000
291113,80740,0.000000
292361,6598,0.000000
294406,2855,3.811202
290342,8406,0.000000
290913,6527,0.000000
292328,12065,0.000000
292465,210,0.000000
291890,56,0.000000
292708,3115,0.000000
292720,7953,0.000000
292222,1303,0.000000
291949,95,0.000000
292546,15521,0.000000
292290,29002,0.000000
292193,8664,0.000000
292502,1887,0.000000
290956,19672,0.000000
290742,10417,0.000000
291347,15450,0.000000
291781,66037,0.000000
291340,98768,0.000000
291912,9678,0.000000
292461,173,0.000000
292540,4120,0.000000
292472,176,0.000000
290499,2351,0.000000
293695,7,3.811202
291681,1957,0.000000
292630,6112,0.000000
291867,98971,0.000000
294034,14187,3.811202
290340,17002,0.000000
0,0,0.000000
292719,7070,0.000000
292321,2629,0.000000
291952,18370,0.000000
292285,26139,0.000000
292467,367,0.000000
291891,618,0.000000
290502,12158,0.000000
293998,6493,3.811202
292579,97,0.000000
291877,11843,0.000000
291647,12835,0.000000
291310,411,0.000000
292596,9221,0.000000
292225,7791,0.000000
292158,1415,0.000000
290910,79461,0.000000
0,0,0.000000
290788,1335,0.000000
292253,3104,0.000000
290908,60580,0.000000
293864,387,3.811202
292048,3635,0.000000
292538,518,0.000000
291615,4187,0.000000
291840,55731,0.000000
290198,98511,0.000000
291672,15997,0.000000
292458,232,0.000000
292081,12451,0.000000
292274,8731,0.000000
292068,5013,0.000000
292365,24205,0.000000
292249,34510,0.000000
292490,6186,0.000000
292256,13645,0.000000
290824,9693,0.000000
292525,323,0.000000
292357,10609,0.000000
291895,12699,0.000000
293693,266,3.811202
291244,5390,0.000000
291781,98313,0.000000
290891,4272,0.000000
291257,468,0.000000
291504,96721,0.000000
292276,14280,0.000000
291500,2494,0.000000
291381,22090,0.000000
292198,14169,0.000000
293688,7884,3.811202
292404,580,0.000000
294383,801,3.811202
292723,2210,0.000000
291887,408,0.000000
291342,2935,0.000000
292160,7586,0.000000
291882,12,0.000000
290141,2435,0.000000
292245,1062,0.000000
291346,3946,0.000000
291349,7833,0.000000
292594,53191,0.000000
292604,2693,0.000000
290357,9912,0.000000
292521,287,0.000000
292024,3,0.000000
291621,67976,0.000000
294299,15,3.811202
290508,4549,0.000000
291844,1611,0.000000
294298,2028,3.811202
290914,23495,0.000000
292269,97114,0.000000
291873,4790,0.000000
294308,11,3.811202
292238,1596,0.000000
294042,7570,3.811202
290801,57622,0.000000
291858,58697,0.000000
294307,143761,3.811202
292623,1782,0.000000
292363,95967,0.000000
292078,2582,0.000000
291927,24300,0.000000
293879,1608,3.811202
291318,764,0.000000
290716,23856,0.000000
290135,4037,0.000000
290806,8827,0.000000
292155,5161,0.000000
291879,42012,0.000000
292455,264,0.000000
291960,26,0.000000
290133,4267,0.000000
290193,580,0.000000
292359,20056,0.000000
291939,1551,0.000000
291221,62403,0.000000
291503,15480,0.000000
0,0,0.000000
292504,242,0.000000
293684,5609,3.811202
290963,19719,0.000000
292447,5551,0.000000
292289,387,0.000000
292584,3000,0.000000
292485,15360,0.000000
291502,5909,0.000000
292486,605,0.000000
292282,2916,0.000000
291504,94757,0.000000
292460,201,0.000000
292255,47805,0.000000
291842,1258,0.000000
292452,24426,0.000000
293103,7309,0.000000
293837,6539,3.811202
292470,97,0.000000
292232,4527,0.000000
291252,22162,0.000000
292367,6386,0.000000
292317,863,0.000000
292591,8220,0.000000
290617,99358,0.000000
293678,12579,3.811202
290968,24122,0.000000
292051,8134,0.000000
294011,1542,3.811202
292080,3071,0.000000
291428,2065,0.000000
291851,10061,0.000000
291872,45386,0.000000
292153,2530,0.000000
292004,282,0.000000
293494,58,3.811202
291871,45959,0.000000
292319,857,0.000000
290755,2239,0.000000
292721,8557,0.000000
292156,7239,0.000000
0,0,0.000000
290510,98533,0.000000
294393,1480,3.811202
0,0,3.811202
290747,36855,0.000000
292476,878,0.000000
292243,588,0.000000
291860,60055,0.000000
292459,211,0.000000
290787,2339,0.000000
294003,6531,3.811202
293492,140496,3.811202
290201,14788,0.000000
290189,10986,0.000000
290757,47218,0.000000
292270,63587,0.000000
292545,7544,0.000000
291340,89680,0.000000
292477,1777,0.000000
292075,4569,0.000000
291510,6039,0.000000
291867,99971,0.000000
292711,30398,0.000000
291222,88013,0.000000
291387,3074,0.000000
293860,1474,3.811202
290772,38513,0.000000
294490,6056,3.811202
292618,2869,0.000000
292218,7152,0.000000
294487,2294,3.811202
291956,3903,0.000000
292457,329,0.000000
292223,1665,0.000000
292497,11503,0.000000
290500,9502,0.000000
293866,3544,3.811202
292364,2205,0.000000
291862,30112,0.000000
292369,251,0.000000
291680,3926,0.000000
291834,772,0.000000
294059,7139,3.811202
291875,6661,0.000000
291860,96109,0.000000
290130,5031,0.000000
291843,34353,0.000000
290358,12807,0.000000
291911,3460,0.000000
291306,268,0.000000
291779,3644,0.000000
292247,20403,0.000000
291950,59940,0.000000
292474,192,0.000000
291339,42071,0.000000
291865,64671,0.000000
291385,97196,0.000000
292360,287,0.000000
292269,84061,0.000000
294008,3111,3.811202
292592,34203,0.000000
290912,12975,0.000000
294311,742,3.811202
293965,2363,3.811202
294418,1117,3.811202
292219,1714,0.000000
290800,3539,0.000000
292283,99950,0.000000
290198,41745,0.000000
290126,12561,0.000000
290922,25276,0.000000
291894,462,0.000000
292257,33808,0.000000
294287,134,3.811202
292593,80278,0.000000
291857,3534,0.000000
292079,50461,0.000000
292471,108,0.000000
294481,434,3.811202
291884,181,0.000000
291950,97878,0.000000
292221,50,0.000000
292284,4999,0.000000
291223,12893,0.000000
294006,3113,3.811202
292234,64671,0.000000
292248,139,0.000000
0,0,0.000000
291299,1846,0.000000
293581,30474,3.811202
290892,1177,0.000000
290803,87889,0.000000
294300,4035,3.811202
291800,4514,0.000000
291348,7666,0.000000
292076,574,0.000000
293963,8646,3.811202
291315,80153,0.000000
291684,97304,0.000000
293104,175,0.000000
291314,755,0.000000
