297642,2187,3.811202
298019,1995,0.000000
297104,24972,3.811202
297439,6264,3.811202
297725,14598,3.811202
297724,2539,3.811202
298030,16887,0.000000
297633,2214,3.811202
297508,623,3.811202
297363,8,3.811202
297344,3003,3.811202
297463,436,3.811202
297638,2626,3.811202
297667,8820,3.811202
297938,14387,0.000000
297117,25554,3.811202
297393,93,3.811202
298211,8261,0.000000
297720,13006,3.811202
298208,5234,0.000000
298020,2329,0.000000
297345,3141,3.811202
297506,3998,3.811202
297360,7543,3.811202
297719,9025,3.811202
298392,163732,0.000000
298025,5236,0.000000
297943,58783,0.000000
297414,2251,3.811202
297944,2986,0.000000
297385,7908,3.811202
297939,6094,0.000000
298023,19690,0.000000
297464,10258,3.811202
297051,7918,3.811202
298214,10074,0.000000
298022,2104,0.000000
297452,7623,3.811202
297686,129,3.811202
298215,124504,0.000000
297475,751,3.811202
298024,631,0.000000
297392,2211,3.811202
297119,127905,3.811202
297937,39887,0.000000
297940,24700,0.000000
297415,607,3.811202
297389,364,3.811202
298037,2188,0.000000
297437,5434,3.811202
297510,2229,3.811202
297120,941,3.811202
297103,35785,3.811202
297726,5465,3.811202
298036,3307,0.000000
297436,4570,3.811202
297118,43667,3.811202
298386,5748,0.000000
298035,138,0.000000
298034,651,0.000000
298029,3529,0.000000
297121,3448,3.811202
297362,5045,3.811202
297446,145,3.811202
297622,880,3.811202
298197,15554,0.000000
297365,3792,3.811202
297443,6794,3.811202
297624,6124,3.811202
298034,119885,0.000000
297384,5606,3.811202
297449,6099,3.811202
297364,1494,3.811202
297608,16890,3.811202
298021,4458,0.000000
297936,750,0.000000
297623,1934,3.811202
298216,5984,0.000000
297361,10328,3.811202
297680,2513,3.811202
297368,762,3.811202
